Description,Technical  Class
"BLOCK, DIFFERENTIAL",SCD12
ADAPTOR FOR GENERATOR CONTROL PANEL,ELP02
CONTACT(NA) FOR GENERATOR CONTROL PANEL,ELA01
CONTACT(NC) FOR GENERATOR CONTROL PANEL,ELA01
"LED, POWER INTEGR, COLOR:NORMAL WHITE",SCD34
"RING, WIRE BOTTOM FOR GENERATOR CONTROL PANEL",ELP02
"RING, RED WIRE BOTTOM FOR GENERATOR CONTROL PANEL",ELP02
"LIGHT, TYPE: RED LED",SCD20
"ROD, SELECTOR 3POS WITH RETURN",MED09
SELECTOR(3POS) FOR GENERATOR CONTROL PANEL,SCD18
"SWITCH CHANNEL, MAGNOTHERMAL, RATING:2P 2A 15K",ELA01
DIODE FOR GENERATOR CONTROL PANEL,SCD09
BRETELLA DPX SM LC-LC L= 3 FOR GENERATOR CONTROL PANEL,ELP02
"RELAY, BIPOKS-DI 24V- P2 FOR GENERATOR CONTROL PANEL",SCD40
"CONNECTOR, FRONT(4001-CC-49) FOR GENERATOR CONTROL PANEL",CTE04
"RELAY, TYPE:4 CONTACT PW, RATING:24VDC",SCD40
"TIMER(PW), RATING:24VDC",SCD12
"RELAY, FLAG FOR GENERATOR CONTROL PANEL",SCD40
"METER, TYPE:DOUBLE FREQUENCY",CTL07
"METER, SYNCHRONIZING, TYPE:96DV DOUBLE V IP54 SCALE/TV",CTL07
"METER, SYNCHRONIZING, TYPE:96L SINCRO LED IP54",CTL07
"DRAWER(1U), TYPE:FIXED",ELP02
"SELECTOR, ROTARY FOR GENERATOR CONTROL PANEL",SCD18
"MODULE(NEMO), TYPE:2 OUTPUTS",ELP02
"MULTIMETER, DIGITAL WITH DISPLAY AND MULTIFUNCTION TRANSDUCER, TYPE:NEMO 96 HD+",CTL07
"CHANNEL, PROTECTION",ELA01
"SCREW, SOCKET FOR 4 CONTACT RELAYS",SCH72
"TRANSFORMER, RATING:230VAC/24VAC",ELA01
"TRANSDUCER, ACTIVE POWER FOR GENERATOR CONTROL PANEL",SCQ05
"LED, TYPE:ROUND",SCD34
"TRANSFORMER, RATING:110/110V-20VA",ELA01
SELECTOR(2POS) FOR GENERATOR CONTROL PANEL,SCD18
"TERMINAL, FUSE FOR GENERATOR EXCITATION PANEL",ELA01
"FUSE, GLASS FOR GENERATOR EXCITATION PANEL",SCD27
"POWER SUPPLY FOR GENERATOR EXCITATION PANEL, RATING:10A",ELP03
"TERMINAL, DISCONNECTION TEST, TYPE:SCREW CONNECTION, RATING:6MM², 500V/41A, SLIDER, DARK BEIGE",ELA01
"TERMINAL, DISCONNECTION TEST, TYPE:SCREW CONNECTION, RATING:6MM², 500V/41A, SLIDER, DARK BEIGE",ELA01
"RELAY, MODULE INTERFACE WITH 4 REVERSIBLE, RATING:NAF WITH 24VDC COIL - 7A/250VAC",SCD40
"VOLTIMETER, RATING:96X96 MOBILE COIL SCALE 0-100VCC, POINT DEFLECTION 90° WITH RED TRACE AT 66VCC",ICH11
"AMPERIMETER, RATING:96X96 MOBILE COIL SCALE 0-15A, CONNECTED TO SHUNT 60MV, POINT DEFLECTION 90°",CTL07
"LIGHT, TYPE:COMPACT 8W LED WITH FIXED SUPPORT, RATING:POWER SUPPLY 100-240V-50/60HZ",SCD20
"RESISTOR, DEHUMIDIFYING WITHOUT PROTECTION COVER, RATING:POWER SUPPLY 110-220VAC/60HZ-100W-IP20-BLACK MUNSELL N1",SCD02
"CONTACTOR, TYPE:TRIPOLAR, RATING:32A(AC2/3)WITH AUXILIARY CONTACT 1NA+1NF-COIL 24VDC",ELA01
"BREAKER FOR GENERATOR EXCITATION PANEL, TYPE:THREE POLE MINI CIRCUIT, RATING:4A CURVE C",SCD05
"BREAKER FOR GENERATOR EXCITATION PANEL, TYPE:THREE POLE MINI CIRCUIT, RATING:25A CURVE C",SCD05
"BREAKER FOR GENERATOR EXCITATION PANEL, TYPE:TWO POLE MINI CIRCUIT, RATING:10A CURVE C",SCD05
"BREAKER FOR GENERATOR EXCITATION PANEL, TYPE:TWO POLE MINI CIRCUIT, RATING:2A CURVE C",SCD05
"BLOCK, AFERITON, TYPE:3 TP'S + 3 TC'S WITH NEUTRAL WITH POST WTL",SCD12
"BLOCK, SETTING, TYPE:1TC'S NEUTRAL WITH WTL POST",SCD12
"DEVICE, BLOCKING FOR GENERATOR PROTECTION PANEL",ELA01
"FINAL POST FOR GENERATOR PROTECTION PANEL, TYPE:RAIL TS35/2",ELP02
"DIODE, MATRIX(IN 4007) WITH 10 RSD CONNECTION ELEMENTS FOR TESTING LAMPS 250V/1A",SCD09
"RESISTANCE(SHUNT), RATING:15A/60M(CC), ACCURACY CLASS 0.5%, TYPE:A1",SCD02
"MODULE, VARISTOR, RATING:NOMINAL CURRENT 20A/460V",ELP02
"MULTIMEDITOR(96X96), TYPE:VOLTAGE INPUT UP TO 690V AC/60HZ, RATING:AUXILIARY POWER SUPPLY 95-240V AC, 110-250VCC PAC-3200 LINE",ELA01
"SIGNAL, TYPE:MOUNTED(FRONT+FLANGE+LED)WITH HIGH BRIGHTNESS LED AND SMOOTH LENS POWER SUPPLY 24V AC/CC SIZE:PLASTIC FRONT DIA 22 MM, COLOR:GREEN",TSE22
"SIGNAL, TYPE:MOUNTED(FRONT+FLANGE+LED)WITH HIGH BRIGHTNESS LED AND SMOOTH LENS POWER SUPPLY 24V AC/CC SIZE:PLASTIC FRONT DIA 22 MM, COLOR:RED",TSE22
"SIGNAL, TYPE:MOUNTED(FRONT+FLANGE+LED)WITH HIGH BRIGHTNESS LED AND SMOOTH LENS POWER SUPPLY 24V AC/CC SIZE:PLASTIC FRONT DIA 22 MM, COLOR:WHITE",TSE22
"SIGNAL, TYPE:MOUNTED(FRONT+FLANGE+LED)WITH HIGH BRIGHTNESS LED AND SMOOTH LENS POWER SUPPLY 24V AC/CC SIZE:PLASTIC FRONT DIA 22 MM, COLOR:ORANGE",TSE22
"IDENTIFIER, POSTER RULE(COMPLETE WITH SUPPORT), PAPER LABEL AND PROTECTIVE ACRYLIC",TSZ04
"POST, TERMINAL FOR CABLE, SIZE:1.5-10MM², RATING:57A-750V-BEIGE",ELA01
"COVER FOR POST, SIZE:2.5 10MM² BEIGE",ELA01
"POST, TERMINAL FOR CABLE, SIZE:2.5MM², RATING:27A-750V-BEIGE",ELA01
"POST, EARTH FOR CABLE, SIZE:UP TO 4MM, RATING:300A-800V, COLOR:GREEN/YELLOW-WPE 2.5-1010000000",ELA01
"TERMINAL, DISCONNECTION TEST, TYPE:SCREW CONNECTION, RATING:6MM², 500V/41A, SLIDER, DARK BEIGE",ELA01
"TERMINAL, DISCONNECTION TEST, TYPE:SCREW CONNECTION, RATING:6MM², 500V/41A, SLIDER, DARK BEIGE",ELA01
"CABLE, TYPE:EPR 0.6/1 KV-90°C-NAVAL USE CABLE(LM-NH 85 LSOH), SECTION 4,0MM2 BLACK",CFC01
"CABLE, TYPE:INSTRUMENTATION-NAVAL 4 X 1,0MM2 + SHIELD-300V",CFC01
"CABLE, TYPE:EPR 0.6/1 KV-90°C-NAVAL USE CABLE(LM-NH 85 LSOH), SECTION 2.5MM2 BLACK",CFC01
"CABLE, TYPE:EPR 0.6/1 KV-90°C-NAVAL USE CABLE(LM-NH 85 - LSOH), SECTION 2.5MM2 EPR 0,6/1 KV 90°C 2,5MM2 (LM-NH 85 - LSOH) GREEN/YELLOW",CFC01
"CABLE, TYPE:EPR 0.6/1 KV-90°C-NAVAL USE CABLE(LM-NH 85 - LSOH), SECTION 2.5MM2 EPR 0,6/1 KV 90°C 1,5MM2 (LM-NH 85 - LSOH) GREEN/YELLOW",CFC01
"CABLE, TYPE:EPR 0.6/1 KV-90°C-NAVAL USE CABLE(LM-NH 85 LSOH), SECTION 1.5MM2 BLACK",CFC01
"CONTACTOR, TYPE:TRIPOLAR 32A (AC2 / 3), WITH AUXILIARY CONTACT 1NA + 1NF-COIL 24VDC",ELA01
"CONTACT, FRONT AUXILIARY BLOCK WITH 3NA + 1NF FOR CONTACTOR CWB9-80",ELA01
"CONTACT, SIDE+AUXILIARY BLOCK WITH 3NA + 1NF FOR CONTACTOR CWB9-80",ELA01
"RELAY, MODULE INTERFACE WITH 4 REVERSIBLE NAF, RATING:24VDC COIL-250VAC",SCD40
"VOLTIMETER(96X96), TYPE:MOBILE COIL SCALE, RATING:0-100VCC, POINT DEFLECTION 90 ° WITH RED TRACE AT 66VCC",ICH11
"AMPERIMETER, TYPE:MOBILE COIL SCALE(96X96), RATING:0-15A, CONNECTED TO SHUNT 60MV, POINT DEFLECTION 90",CTL07
"BUTTON, PUSH(FACEJADO), TYPE:PLASTIC FRONT-1NA-022 MM, COLOR:BLUE",SCD39
"BUTTON, PUSH(FACEJADO), TYPE:PLASTIC FRONT-1NA-022 MM, COLOR:BLACK",SCD39
"BREAKER, CIRCUIT, TYPE:THREE POLE MINI, RATING:4A CURVE C",SCD05
"BREAKER, CIRCUIT, TYPE:THREE POLE MINI, RATING:25A CURVE C",SCD05
"BLOCK, TYPE:AUXILIARY CONTACT 1NAF FOR MWD BREAKER, RATING:UP TO 70A",SCD12
"BREAKER, CIRCUIT, TYPE:TWO POLE MINI, RATING:10A CURVE C",SCD05
"BREAKER, CIRCUIT, TYPE:TWO POLE MINI, RATING:2A CURVE C",SCD05
"KEY, SHORT THREE-POSITION KNOB SELECTOR KEY HEAD WITH AUTOMATIC RETURN TO THE CENTER",SCH51
"CONTACT, BLOCK FRONT-BACK(ASSEMBLY)WITH 1NO CONTACT FOR CSW LINE BUTTON / KEY",ELA01
"FLANGE(3)POSITION, TYPE:FRONT-BACK(ASSEMBLY) FOR CSW LINE",PTP98
"SWITCH, TYPE:TWO FIXED POSITION(90°)WITH AUXILIARY CONTACTS 1NA, SHORT KNOB COLOR BLACK, SIZE:022 MM",ICS05
"BLOCK, CONTACT, TYPE:FRONT-BACK(ASSEMBLY)WITH 1 NC CONTACT FOR CSW LINE BUTTON / KEY",SCD12
"TERMINAL, FUSE, RATING:ASK1 / 15 LD 24VDC(5X20) FOR CABLES CAPS UP TO 4MM², 6.3A IN BEIGE COLOR",ELA01
"FUSE, GLASS, SIZE:5X20MM, RATING:NOMINAL CURRENT 2A",SCD27
"COVER, FINAL FOR FUSE POST ASK1, SIZE:5X20MM IN BEIGE COLOR",ELA01
"HOLDER, DOCUMENT, SIZE:A4",AST06
"PLATE, MATERIAL:ALUMINUM, TYPE:1, SIZE:150X60X1MM, NATURAL BACKGROUND AND BLACK LETTERS, COLORFUL TYPE LOGO AND LOW RELIEF ENGRAVING, WITH ADHESIVE FIXATION",CTZ99
"KIT, ACRYLIC PLATE, BLACK BACKGROUND AND WHITE LETTERS, ADHESIVE FIXATION",MED09
"CABLE, TYPE:EPR 0.6/1 KV 90°C-NAVAL USE CABLE (LM-NH 85 LSOH), SECTION 2.5MM2 BLACK",CFC01
"CABLE, TYPE:EPR 0.6/1 KV 90°C-NAVAL USE CABLE(LM-NH 85 - LSOH), SECTION 2.5MM2 EPR 0,6/1 KV 90°C - 2.5MM2 (LM-NH 85 LSOH) GREEN/YELLOW",CFC01
"SWITCH, MICRO COURSE END 1NA + 1NF",SCD24
"LIGHT, TYPE:COMPACT 8W LED WITH FIXED SUPPORT, RATING:POWER SUPPLY 100-240V-50/60Z",SCD20
"BREAKER, CIRCUIT, TYPE:TWO POLE MINI, RATING:10A CURVE B",SCD05
"RESISTOR, DEHUMIDIFYING WITHOUT PROTECTION COVER, RATING:POWER SUPPLY 110-220VAC/60HZ-100W-IP20 BLACK MUNSELL N1",SCD02
"THERMOSTAT, ELECTRONIC FOR HEATING, RATING:0-60 O C IP-20-WITH 1NF",SCD42
"SOCKET, RATING:UNIVERSAL 2P+T 10A / 250V FOR STANDARD DIN RAIL NBR 14136",ELP10
"POST, TERMINAL FOR CABLE, RATING:0.5 - 6MM2 47A 750V-BEIGE",ELA01
"COVER FOR POST, SIZE:2.5 10MM² BEIGE",ELA01
"POST, FINAL, TYPE:RAIL TS35 / 2",ELA01
"IDENTIFIER, POSTER RULE(COMPLETE)WITH SUPPORT, PAPER LABEL AND PROTECTIVE ACRYLIC",TSZ04
"CABLE, TYPE:EPR 0.6/1 KV-90°C-NAVAL USE CABLE (LM-NH 85 - LSOH), SECTION 2.5MM2 BLACK",CFC01
"CABLE, TYPE:EPR 0.6/1 KV 90°C-NAVAL USE CABLE(LM-NH 85 - LSOH) + SECTION, TYPE:2.5MM2 EPR 0,6/1 KV - 90°C-2.5MM2(LM-NH 85 - LSOH)GREEN/YELLOW",CFC01
"CABLE, TYPE:EPR 0.6/1 KV 90°C-NAVAL USE CABLE (LM-NH 85 - LSOH) + SECTION, SIZE:1.5MM2 BLACK",CFC01
"POWER SUPPLY, RATING:10A - INPUT 85-264VAC / 80-370VCC - OUTPUT 24VCC-PRO ECO 240W",ELP03
"BREAKER, CIRCUIT, TYPE:TWO POLE MINI, RATING:4A CURVE C",SCD05
"BREAKER, CIRCUIT, TYPE:TWO POLE MINI, RATING:10A CURVE C",SCD05
"POST, TERMINAL FOR CABLE, RATING:0.5 - 6MM2 47A 750V BEIGE",ELA01
"COVER FOR POST, RATING:2.5 10MM2 BEIGE",ELA01
"POST, FINAL, TYPE:RAIL TS35 / 2",ELA01
"IDENTIFIER, POSTER RULE(COMPLETE)WITH SUPPORT, PAPER LABEL AND PROTECTIVE ACRYLIC",TSZ04
"REGULATOR, TYPE:AUTOMATIC VOLTAGE(DECS-250)",SCD02
"ANALOG, TYPE:EXPANSION",ELA01
"RELAY, GROUND FOR GENERATOR EXCITATION PANEL",SCD40
"CPU FOR GENERATOR PROTECTION PANEL, TYPE:G60 UR",AST06
"MODULE FOR GENERATOR PROTECTION PANEL, TYPE:UR CT/VT",ELP02
"MODULE FOR GENERATOR PROTECTION PANEL, TYPE:UR DIGITAL I/O",ELP02
"MODULE FOR GENERATOR PROTECTION PANEL, TYPE:UR DIGITAL I/O",ELP02
"MODULE, UR POWER SUPPLY FOR GENERATOR PROTECTION PANEL",ELP02
MULTICONTACT AUXILIARY RELAY FOR GENERATOR PROTECTION PANEL,SCD40
"SEAL, RING FOR IGNITER",SCH17
GASKET FOR GG - GAS GENERATOR,SPI23
"GASKET, RECTANGULAR FOR GG - GAS GENERATOR",SPI23
"SEAL, O-RING, SIZE:0.739 ID",CTZ11
"SEAL, O-RING, SIZE:1.051 ID",CTZ11
"GASKET, SEAL FOR GG - GAS GENERATOR, TYPE:SQUARE",SCH31
"GASKET FOR GG - GAS GENERATOR, TYPE:SQUARE",SCH31
"GASKET, TYPE:SQUARE, MATERIAL:METAL CLAD",SCH31
"SEAL, BOSS FOR GG - GAS GENERATOR",SCH37
"GASKET, SEAL FOR GG - GAS GENERATOR, TYPE:SQUARE",SCH31
"GASKET FOR GG - GAS GENERATOR, TYPE:SQUARE",SCH31
"PACKING, PREFORMED, SIZE:0.644 ID",LWG03
"GASKET, SEAL FLANGE FOR FUEL AND OIL",SPI23
GASKET FOR GG - JOINING KIT,SPI23
"GASKET, SEAL, TYPE:SQUARE",SCH31
"GASKET, SEAL, TYPE:SQUARE",SCH31
"GASKET, SEAL, TYPE:SQUARE",SCH31
"GASKET, SEAL, TYPE:SQUARE",SCH31
"GASKET, TYPE:RECTANGULAR",SPI23
"PACKING, PREFORMED FOR GG - JOINING KIT",LWG03
"COVER, FUEL PUMP FOR GG - SAC DUAL FUEL/WATER SYSTEM",MEA07
TUBE(ASSEMBLE) FUEL FEEDER,PTT99
"SEAL, BOSS FOR GG - GAS GENERATOR",SCH37
"GASKET, FUEL PUMP FOR GG - SAC DUAL FUEL/WATER SYSTEM",SCH31
SEAL(ASSEMBLY) FOR AFT END SHAFT,CTZ08
"GASKET, AIR COVER PLATE",SPI23
"NOZZLE, FUEL GAS/WATER",SPI21
"SET, TUBE+HOSE(PRIMARY) FOR CONVOLUTED FUEL",PTT99
"SET, TUBE+HOSE(PRIMARY) FOR CONVOLUTED FUEL",PTT99
"SET, TUBE+HOSE(PRIMARY) FOR CONVOLUTED FUEL",PTT99
"BOLT, MACHINE, TYPE:DOUBLE HEXAGON HEAD",TSC04
"RING, SEAL FOR GG - SAC DUAL FUEL/WATER SYSTEM",SCH73
"SENSOR, TEMPERATURE FOR GG - SAC DUAL FUEL/WATER SYSTEM",ELM02
"GASKET, SEAL FLANGE FOR FUEL AND OIL",SPI23
"PACKING, PREFORMED, SIZE:0.750 ID",LWG03
"PACKING, PREFORMED, SIZE:0.924 ID",LWG03
"SEAL, GASKET FOR GG - SAC DUAL FUEL/WATER SYSTEM",SCH37
"SEAL(J-SEAL), AFT OUTER LINER TURBINE MID FRAME",CTZ08
"BOLT, MACHINE, TYPE:DBL HEX, EXTENDED WASHER",TSC04
SPACER FOR GG - SAC DUAL FUEL/WATER SYSTEM,MED09
"NUT, SELF-LOCKING, TYPE:DOUBLE HEXAGON",SCH55
PACKING,LWG03
"NUT, COUPLING",SCH55
"BOLT, MACHINE, METERING",PTP99
"LINK, CONNECTING",MED09
"PROBE, SENSOR FOR STARTING CLUTCH SPEED",SCF05
CLUTCH FOR HYDRAULIC STARTER,SCH42
ADAPTOR FOR THERMOELEMENT,CTE04
"MOTOR, HYDRAULIC STARTER",MED03
"KIT, ANTICAVITATION VALVES WITH MINIMESS DELTAFLUID",SCJ03
"VALVE, HIGH PRESSURE ISOLATION",VMB99
"THERMOCOUPLE, HYDRAULIC STARTER, TYPE:DOUBLE",ICN10
"BOLT, INLET DUCT, SIZE:M16X45",TSC04
"NUT, INLET DUCT, SIZE:M16",SCH55
"WASHER(F17), INLET DUCT",SCH88
"BOLT, INLET DUCT, SIZE:M24X140(THREADED LENGHT 78MM)",TSC04
"NUT, INLET DUCT, SIZE:M24(THICKNESS 23.55, 0.65 MM)",SCH55
"WASHER, INLET DUCT, SIZE:M24(THICKNESS 4, 0.6 MM)",SCH88
"BOLT, INLET DUCT, SIZE:M10X16",TSC04
"BOLT, INLET DUCT, SIZE:M10X25",TSC04
"NUT, INLET DUCT, SIZE:M10",SCH55
"WASHER, INLET DUCT, LARGE FI10.5 FE30(DIN9021)",SCH88
"WASHER(FI10.5), INLET DUCT",SCH88
"SCREW, INLET DUCT, SIZE:1/2'' 13UNC X 1-5/8''",SCH72
"WASHER, INLET DUCT, LARGE FI13 FE37(DIN9021)",SCH88
"BOLT, INLET DUCT, SIZE:M20X90",TSC04
"NUT, INLET DUCT, SIZE:M20",SCH55
"WASHER(F21), INLET DUCT",SCH88
"BOLT, INLET DUCT, SIZE:M10X25",TSC04
"WASHER(F10.5), INLET DUCT",SCH88
"WASHER, GROWER(F10.5), INLET DUCT",SCH88
"BOLT FOR INLET DUCT, SIZE:M16X45",TSC04
"NUT FOR INLET DUCT, SIZE:M16",SCH55
WASHER(D17) FOR INLET DUCT,SCH88
"BOLT, SIZE:M24X140, THREADED:LENGHT 73 MM",TSC04
"NUT, SIZE:M24, THICKNESS:23.55 MM, 0.65 MM",SCH55
"WASHER, SIZE:M24, THICKNESS:4 MM, 0.6 MM",SCH88
"BOLT FOR INLET DUCT, SIZE:M10X16",TSC04
"BOLT FOR INLET DUCT, SIZE:M10X25",TSC04
"NUT FOR INLET DUCT, SIZE:M10",SCH55
"WASHER, LARGE(FI10.5 FE30 ACCORDING TO DIN9021)",SCH88
WASHER(DI 10.5) FOR INLET DUCT,SCH88
"SCREW FOR INLET DUCT, SIZE:1/2"" 13UNC X 1-5/8""",SCH72
"WASHER, LARGE(D.I13 D.E37) FOR INLET DUCT",SCH88
"BOLT FOR INLET DUCT, SIZE:M20X90",TSC04
"NUT FOR INLET DUCT, SIZE:M20",SCH55
WASHER(D21) FOR INLET DUCT,SCH88
"BOLT FOR INLET DUCT, SIZE:M10X25",TSC04
WASHER(D10.5) FOR INLET DUCT,SCH88
"WASHER, GROWER(D10.5) FOR INLET DUCT",SCH88
"CABLE, TERMINAL, SIZE:1X35 MM2",CFC01
"JOINT, EXPANSION, FLEXIBLE ELEMENT FOR INLET DUCT",SPI02
"JOINT, EXPANSION, FLEXIBLE ELEMENT FOR INLET DUCT",SPI02
"CABLE, TERMINAL FOR INLET DUCT, SIZE:1X35 MM2",CFC01
"CABLE, EARTH, INLET DUCT, SIZE:1X35 MM2, 25 METER",ELA01
"JOINT, EXPANSION, TYPE:FLEXIBLE, MATERIAL:ASTM A240 TP316L + RUBBER",SPI02
"JOINT, EXPANSION, TYPE:FLEXIBLE, MATERIAL:ASTM A240 TP316L + RUBBER",SPI02
"PAD, INSULATION, SIZE:THICKNESS 10 MM, MATERIAL:PTFE",TSE04
"GASKET FOR INLET DUCT, SIZE:5MM, MATERIAL:ASTM D1056 RE42",SCH31
"INSULATION, PILLOW 05, MATERIAL:MINERAL WOOL",MED09
"INSULATION, PILLOW 06, MATERIAL:MINERAL WOOL",MED09
"PAD, INSULATION FOR INLET DUCT, SIZE:THICKNESS 10 MM",TSE04
"GASKET FOR INLET DUCT, SIZE:50X3",SCH31
"PILLOW, INSULATION(4) FOR INLET DUCT",TSE04
"PILLOW, INSULATION(4) FOR INLET DUCT",TSE04
"PILLOW, INSULATION(4) FOR INLET DUCT",TSE04
"NUT FOR INLET PLENUM, SIZE:1/4""-20UNC",SCH55
SCREW FOR INLET PLENUM,SCH72
SCREW FOR INLET PLENUM,SCH72
SCREW FOR INLET PLENUM,SCH72
"WIRE, STOP FOR INLET PLENUM",SCD47
WASHER(D13) FOR INLET PLENUM,SCH88
WASHER(D.6.4),SCH88
"SCREW, SIZE:1/4""-20UNC_1""",SCH72
WASHER(D.6.4),SCH88
"SEAL, MATERIAL:RUBBER",CTZ08
"RING, SECTOR FOR INLET SEAL",SCH73
"CABLE, TERMINAL FOR INLET VENTILATION DUCT",CFC01
"WASHER FOR INLET VENTILATION DUCT, STANDARD:DI 9 UNI 6592 A4-70",SCH88
"SCREW FOR INLET VENTILATION DUCT, SIZE:M8X20, STANDARD:UNI 5739 A4-70",SCH72
"WASHER FOR INLET VENTILATION DUCT, STANDARD:DI 9 UNI 6592 A4-70",SCH88
"NUT FOR INLET VENTILATION DUCT, SIZE:M8, STANDARD:UNI 5588 A4-70",SCH55
"U-BOLT FOR TUBE 1/2'', SIZE:M8 A4-70",PTP99
"SCREW FOR INLET VENTILATION DUCT, SIZE:M6X20, STANDARD:UNI 5739 A4-70",SCH72
"WASHER FOR INLET VENTILATION DUCT, STANDARD:DI 6.4 UNI 6592 A4-70",SCH88
"SCREW FOR INLET VENTILATION DUCT, SIZE:M16X40, STANDARD:UNI 5739 A4-70",SCH72
"NUT, SIZE:M16, STANDARD:UNI 5588 A4-70",SCH55
"WASHER, STANDARD:DI 17 UNI 6592 A4-70",SCH88
"SCREW, SIZE:M24X140, STANDARD:UNI 5739 A4-70",SCH72
"NUT, SIZE:M24, STANDARD:UNI 5588 A4-70",SCH55
"WASHER, STANDARD:DI 26 UNI 6592 A4-70",SCH88
"SCREW, SIZE:M16X45, STANDARD:ISO 4017 A4-70",SCH72
"NUT, SIZE:M16, STANDARD:UNI 5588 A4-70",SCH55
"WASHER FOR VENTILATION DUCT FANS SYS, SIZE:M16, STANDARD:UNI 6592 A4-70",SCH88
"CABLE, TERMINAL FOR INLET VENTILATION DUCT",CFC01
"SCREW, SIZE:M10X25, STANDARD:ISO 4017 A4-70",SCH72
"WASHER, GROWER, SIZE:M10, STANDARD:UNI 1751 A4-70",SCH88
"WASHER, SIZE:M10, STANDARD:UNI 6592 A4-70",SCH88
"DAMPER, GRAVITY FOR INLET VENTILATION DUCT",HVA20
"SCREW FOR INLET VENTILATION DUCT, SIZE:M16X45, STANDARD:ISO 4017 A4-70",SCH72
"NUT FOR INLET VENTILATION DUCT, SIZE:M16, STANDARD:UNI 5588 A4-70",SCH55
"WASHER FOR VENTILATION DUCT FANS SYS, SIZE:M16, STANDARD:UNI 6592 A4-70",SCH88
"CABLE, EARTH(3 ML) FOR VENTILATION DUCT FANS SYS",ELA01
"CABLE, TERMINAL FOR VENTILATION DUCT FANS SYS.",CFC01
"SCREW, VENTILATION DUCT FANS SYS, SIZE:M10X25, STANDARD:ISO 4017 A4-70",SCH72
"WASHER, GROWER FOR VENTILATION DUCT FANS SYS, SIZE:M10, STANDARD:UNI 1751 A4-70",SCH88
"WASHER FOR VENTILATION DUCT FANS SYS, SIZE:M10, STANDARD:UNI 6592 A4-70",SCH88
"RUBBER, VULCANIZED FOR INLET VENTILATION DUCT",TSE04
"RUBBER, VULCANIZED FOR INLET VENTILATION DUCT",TSE04
"CABLE, EARTH(3 ML), VENTILATION DUCT FANS SYS",ELA01
"CABLE, TERMINAL FOR VENTILATION DUCT FANS SYS",CFC01
"SCREW, VENTILATION DUCT FANS SYS, SIZE:M10X25, STANDARD:ISO 4017 A4-70",SCH72
"WASHER, GROWER FOR M10, VENTILATION DUCT FANS SYS, STANDARD:UNI 1751 A4-70",SCH88
"WASHER VENTILATION DUCT FANS SYS, SIZE:M10, STANDARD:UNI 6592 A4-70",SCH88
"SCREW, SIZE:M16X45, STANDARD:ISO 4017 A4-70",SCH72
"NUT, SIZE:M16, STANDARD:UNI 5588 A4-70",SCH55
"WASHER FOR M16, STANDARD:UNI 6592 A4-70",SCH88
"CABLE, EARTH(3 ML) FOR INLET VENTILATION DUCT",ELA01
"CABLE, TERMINAL FOR INLET VENTILATION DUCT",CFC01
"SCREW FOR INLET VENTILATION DUCT, SIZE:M10X25, STANDARD:ISO 4017 A4-70",SCH72
"WASHER, GROWER FOR M10, STANDARD:UNI 1751 A4-70",SCH88
"WASHER, SIZE:M10, STANDARD:UNI 6592 A4-70",SCH88
"WASHER(DI13 DE24 SP3) FOR INLET VENTILATION DUCT, MATERIAL:NYLON",SCH88
"SCREW FOR INLET VENTILATION DUCT, SIZE:M16X40, STANDARD:UNI 5739 A4-70",SCH72
"NUT FOR INLET VENTILATION DUCT, SIZE:M16, STANDARD:UNI 5588 A4-70",SCH55
"WASHER(DI 17), STANDARD:UNI 6592 A4-70",SCH88
"SCREW FOR INLET VENTILATION DUCT, SIZE:M10X40, STANDARD:UNI 5739 A4-70",SCH72
"NUT FOR INLET VENTILATION DUCT, SIZE:M10, STANDARD:UNI 5588 A4-70",SCH55
"WASHER(DI 11) FOR INLET VENTILATION DUCT, STANDARD:UNI 6592 A4-70",SCH88
"SCREW FOR INLET VENTILATION DUCT, SIZE:M12X40, STANDARD:UNI 5739 A4-70",SCH72
"NUT FOR INLET VENTILATION DUCT, SIZE:M12, STANDARD:UNI 5588 A4-70",SCH55
"WASHER(DI 13) FOR INLET VENTILATION DUCT, STANDARD:UNI 6592 A4-70",SCH88
"WASHER(DI13 DE24 SP3) FOR INLET VENTILATION DUCT, MATERIAL:NYLON",SCH88
"SCREW FOR INLET VENTILATION DUCT, SIZE:M16X40, STANDARD:UNI 5739 A4-70",SCH72
"RUBBER, VULCANIZED FOR INLET VENTILATION DUCT",TSE04
"RUBBER, VULCANIZED FOR INLET VENTILATION DUCT",TSE04
PLATE FOR INLET VENTILATION DUCT,CTZ99
PLATE FOR INLET VENTILATION DUCT,CTZ99
PLATE FOR INLET VENTILATION DUCT,CTZ99
PLATE FOR INLET VENTILATION DUCT,CTZ99
"JOINT, EXPANSION FOR INLET VENTILATION DUCT",SPI02
"JOINT, EXPANSION FOR INLET VENTILATION DUCT",SPI02
"SCREW FOR INLET VENTILATION DUCT, SIZE:M10X40, STANDARD:UNI 5739 A4-70",SCH72
"NUT FOR INLET VENTILATION DUCT, SIZE:M10, STANDARD:UNI 5588 A4-70",SCH55
"WASHER(DI 11) FOR INLET VENTILATION DUCT, STANDARD:UNI 6592 A4-70",SCH88
"SCREW FOR INLET VENTILATION DUCT, SIZE:M12X40, STANDARD:UNI 5739 A4-70",SCH72
