description,technical_code
Valves - Manual-Ball Valves-Tubing Ball Valve || CRA (excl. SS) || Medium Pressure (≥10000 psi)-Tube VBA SS exc SS MP≥10000 psi-Tubing Ball Valve || CRA (excl. SS) || Medium Pressure (≥10000 psi),VMB20
Valves - Manual-Ball Valves-Ball Valves (Generic) - for migration only-Ball Valves (Generic) - for migration only-Ball Valves (Generic) - for migration only,VMB99
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || Pressure < 900#-VCH CS <3"" P<900#-Valve Check || CS || 3"" and below || Pressure < 900#",VMD01
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS <3"" 900#≤P<2500# & 3000psi-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD02
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 2500# & 6000 psi-VCH CS <3"" 2500# & 6000psi-Valve Check || CS || 3"" and below || 2500# & 6000 psi",VMD03
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || API 6A and ≥10000#-VCH CS <3"" API 6A & ≥10000#-Valve Check || CS || 3"" and below || API 6A and ≥10000#",VMD04
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || Pressure < 900#-VCH CRA <3"" P<900#-Valve Check || CRA || 3"" and below || Pressure < 900#",VMD05
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA <3"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD06
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 2500# & 6000 psi-VCH CRA <3"" 2500# & 6000psi-Valve Check || CRA || 3"" and below || 2500# & 6000 psi",VMD07
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || API 6A and ≥10000#-VCH CRA <3"" API 6A & ≥10000#-Valve Check || CRA || 3"" and below || API 6A and ≥10000#",VMD08
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || Pressure < 900#-VCH CS >4"" P< 900#-Valve Check || CS || 4"" and above || Pressure < 900#",VMD09
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS >4"" 900#≤P<2500# & 3000psi-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD10
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 2500# & 6000 psi-VCH CS >4"" 2500# & 6000psi-Valve Check || CS || 4"" and above || 2500# & 6000 psi",VMD11
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || API 6A and ≥10000#-VCH CS >4"" API 6A & ≥10000#-Valve Check || CS || 4"" and above || API 6A and ≥10000#",VMD12
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || Pressure < 900#-VCH CRA >4"" P<900#-Valve Check || CRA || 4"" and above || Pressure < 900#",VMD13
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA >4"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD14
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 2500# & 6000 psi-VCH CRA >4"" 2500# & 6000psi-Valve Check || CRA || 4"" and above || 2500# & 6000 psi",VMD15
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || API 6A and ≥10000#-VCH CRA >4"" API 6A & ≥10000#-Valve Check || CRA || 4"" and above || API 6A and ≥10000#",VMD16
Valves - Manual-Check Valves-Tubing Check Valve || SS || Low Pressure (<10000 psi)-Tube VCH SS LP<10000psi-Tubing Check Valve || SS || Low Pressure (<10000 psi),VMD17
Valves - Manual-Check Valves-Tubing Check Valve || SS || Medium Pressure (≥10000 psi)-Tube VCH SS MP≥10000psi-Tubing Check Valve || SS || Medium Pressure (≥10000 psi),VMD18
Valves - Manual-Check Valves-Tubing Check Valve || CRA (excl. SS) || Low Pressure (<10000 psi)-Tube VCH CRA exc SS LP<10000psi-Tubing Check Valve || CRA (excl. SS) || Low Pressure (<10000 psi),VMD19
Valves - Manual-Check Valves-Tubing Check Valve || CRA (excl. SS) || Medium Pressure (≥10000 psi)-Tube VCH CRA exc SS MP≥10000psi-Tubing Check Valve || CRA (excl. SS) || Medium Pressure (≥10000 psi),VMD20
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || Pressure < 900#-VCH CS <3"" P<900#-Valve Check || CS || 3"" and below || Pressure < 900#",VMD01
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS <3"" 900#≤P<2500# & 3000psi-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD02
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 2500# & 6000 psi-VCH CS <3"" 2500# & 6000psi-Valve Check || CS || 3"" and below || 2500# & 6000 psi",VMD03
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || API 6A and ≥10000#-VCH CS <3"" API 6A & ≥10000#-Valve Check || CS || 3"" and below || API 6A and ≥10000#",VMD04
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || Pressure < 900#-VCH CRA <3"" P<900#-Valve Check || CRA || 3"" and below || Pressure < 900#",VMD05
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA <3"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD06
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 2500# & 6000 psi-VCH CRA <3"" 2500# & 6000psi-Valve Check || CRA || 3"" and below || 2500# & 6000 psi",VMD07
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || API 6A and ≥10000#-VCH CRA <3"" API 6A & ≥10000#-Valve Check || CRA || 3"" and below || API 6A and ≥10000#",VMD08
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || Pressure < 900#-VCH CS >4"" P< 900#-Valve Check || CS || 4"" and above || Pressure < 900#",VMD09
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS >4"" 900#≤P<2500# & 3000psi-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD10
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 2500# & 6000 psi-VCH CS >4"" 2500# & 6000psi-Valve Check || CS || 4"" and above || 2500# & 6000 psi",VMD11
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || API 6A and ≥10000#-VCH CS >4"" API 6A & ≥10000#-Valve Check || CS || 4"" and above || API 6A and ≥10000#",VMD12
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || Pressure < 900#-VCH CRA >4"" P<900#-Valve Check || CRA || 4"" and above || Pressure < 900#",VMD13
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA >4"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD14
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 2500# & 6000 psi-VCH CRA >4"" 2500# & 6000psi-Valve Check || CRA || 4"" and above || 2500# & 6000 psi",VMD15
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || API 6A and ≥10000#-VCH CRA >4"" API 6A & ≥10000#-Valve Check || CRA || 4"" and above || API 6A and ≥10000#",VMD16
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || Pressure < 900#-VCH CS <3"" P<900#-Valve Check || CS || 3"" and below || Pressure < 900#",VMD01
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS <3"" 900#≤P<2500# & 3000psi-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD02
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 2500# & 6000 psi-VCH CS <3"" 2500# & 6000psi-Valve Check || CS || 3"" and below || 2500# & 6000 psi",VMD03
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || API 6A and ≥10000#-VCH CS <3"" API 6A & ≥10000#-Valve Check || CS || 3"" and below || API 6A and ≥10000#",VMD04
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || Pressure < 900#-VCH CRA <3"" P<900#-Valve Check || CRA || 3"" and below || Pressure < 900#",VMD05
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA <3"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD06
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 2500# & 6000 psi-VCH CRA <3"" 2500# & 6000psi-Valve Check || CRA || 3"" and below || 2500# & 6000 psi",VMD07
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || API 6A and ≥10000#-VCH CRA <3"" API 6A & ≥10000#-Valve Check || CRA || 3"" and below || API 6A and ≥10000#",VMD08
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || Pressure < 900#-VCH CS >4"" P< 900#-Valve Check || CS || 4"" and above || Pressure < 900#",VMD09
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS >4"" 900#≤P<2500# & 3000psi-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD10
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 2500# & 6000 psi-VCH CS >4"" 2500# & 6000psi-Valve Check || CS || 4"" and above || 2500# & 6000 psi",VMD11
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || API 6A and ≥10000#-VCH CS >4"" API 6A & ≥10000#-Valve Check || CS || 4"" and above || API 6A and ≥10000#",VMD12
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || Pressure < 900#-VCH CRA >4"" P<900#-Valve Check || CRA || 4"" and above || Pressure < 900#",VMD13
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA >4"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD14
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 2500# & 6000 psi-VCH CRA >4"" 2500# & 6000psi-Valve Check || CRA || 4"" and above || 2500# & 6000 psi",VMD15
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || API 6A and ≥10000#-VCH CRA >4"" API 6A & ≥10000#-Valve Check || CRA || 4"" and above || API 6A and ≥10000#",VMD16
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || Pressure < 900#-VCH CS <3"" P<900#-Valve Check || CS || 3"" and below || Pressure < 900#",VMD01
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS <3"" 900#≤P<2500# & 3000psi-Valve Check || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD02
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || 2500# & 6000 psi-VCH CS <3"" 2500# & 6000psi-Valve Check || CS || 3"" and below || 2500# & 6000 psi",VMD03
"Valves - Manual-Check Valves-Valve Check || CS || 3"" and below || API 6A and ≥10000#-VCH CS <3"" API 6A & ≥10000#-Valve Check || CS || 3"" and below || API 6A and ≥10000#",VMD04
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || Pressure < 900#-VCH CRA <3"" P<900#-Valve Check || CRA || 3"" and below || Pressure < 900#",VMD05
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA <3"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMD06
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || 2500# & 6000 psi-VCH CRA <3"" 2500# & 6000psi-Valve Check || CRA || 3"" and below || 2500# & 6000 psi",VMD07
"Valves - Manual-Check Valves-Valve Check || CRA || 3"" and below || API 6A and ≥10000#-VCH CRA <3"" API 6A & ≥10000#-Valve Check || CRA || 3"" and below || API 6A and ≥10000#",VMD08
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || Pressure < 900#-VCH CS >4"" P< 900#-Valve Check || CS || 4"" and above || Pressure < 900#",VMD09
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CS >4"" 900#≤P<2500# & 3000psi-Valve Check || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD10
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || 2500# & 6000 psi-VCH CS >4"" 2500# & 6000psi-Valve Check || CS || 4"" and above || 2500# & 6000 psi",VMD11
"Valves - Manual-Check Valves-Valve Check || CS || 4"" and above || API 6A and ≥10000#-VCH CS >4"" API 6A & ≥10000#-Valve Check || CS || 4"" and above || API 6A and ≥10000#",VMD12
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || Pressure < 900#-VCH CRA >4"" P<900#-Valve Check || CRA || 4"" and above || Pressure < 900#",VMD13
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VCH CRA >4"" 900#≤P<2500# & 3000psi-Valve Check || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMD14
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || 2500# & 6000 psi-VCH CRA >4"" 2500# & 6000psi-Valve Check || CRA || 4"" and above || 2500# & 6000 psi",VMD15
"Valves - Manual-Check Valves-Valve Check || CRA || 4"" and above || API 6A and ≥10000#-VCH CRA >4"" API 6A & ≥10000#-Valve Check || CRA || 4"" and above || API 6A and ≥10000#",VMD16
Valves - Manual-Check Valves-Check Valves (Generic) - for migration only-Check Valves (Generic) - for migration only-Check Valves (Generic) - for migration only,VMD99
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || Pressure < 900#-VDBB CS <3"" P<900#-Valve DBB || CS || 3"" and below || Pressure < 900#",VMH01
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VDBB CS <3"" 900#≤P<2500# & 3000psi-Valve DBB || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMH02
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || 2500# & 6000 psi-VDBB CS <3"" 2500# & 6000psi-Valve DBB || CS || 3"" and below || 2500# & 6000 psi",VMH03
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || API 6A and ≥10000#-VDBB CS <3"" API 6A & ≥10000#-Valve DBB || CS || 3"" and below || API 6A and ≥10000#",VMH04
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || Pressure < 900#-VDBB CRA <3"" P<900#-Valve DBB || CRA || 3"" and below || Pressure < 900#",VMH05
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VDBB CRA <3"" 900#≤P<2500# & 3000psi-Valve DBB || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMH06
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || 2500# & 6000 psi-VDBB CRA <3"" 2500# & 6000psi-Valve DBB || CRA || 3"" and below || 2500# & 6000 psi",VMH07
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || API 6A and ≥10000#-VDBB CRA <3"" API 6A & ≥10000#-Valve DBB || CRA || 3"" and below || API 6A and ≥10000#",VMH08
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || Pressure < 900#-VDBB CS >4"" P<900#-Valve DBB || CS || 4"" and above || Pressure < 900#",VMH09
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VDBB CS >4"" 900#≤P<2500# & 3000psi-Valve DBB || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMH10
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || 2500# & 6000 psi-VDBB CS >4"" 2500# & 6000psi-Valve DBB || CS || 4"" and above || 2500# & 6000 psi",VMH11
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || API 6A and ≥10000#-VDBB CS >4"" API 6A & ≥10000#-Valve DBB || CS || 4"" and above || API 6A and ≥10000#",VMH12
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 4"" and above || Pressure < 900#-VDBB CRA >4"" P<900#-Valve DBB || CRA || 4"" and above || Pressure < 900#",VMH13
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VDBB CRA >4"" 900#≤P<2500# & 3000psi-Valve DBB || CRA || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMH14
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 4"" and above || 2500# & 6000 psi-VDBB CRA >4"" 2500# & 6000psi-Valve DBB || CRA || 4"" and above || 2500# & 6000 psi",VMH15
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 4"" and above || API 6A and ≥10000#-VDBB CRA >4"" API 6A & ≥10000#-Valve DBB || CRA || 4"" and above || API 6A and ≥10000#",VMH16
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || Pressure < 900#-VDBB CS <3"" P<900#-Valve DBB || CS || 3"" and below || Pressure < 900#",VMH01
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VDBB CS <3"" 900#≤P<2500# & 3000psi-Valve DBB || CS || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMH02
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || 2500# & 6000 psi-VDBB CS <3"" 2500# & 6000psi-Valve DBB || CS || 3"" and below || 2500# & 6000 psi",VMH03
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 3"" and below || API 6A and ≥10000#-VDBB CS <3"" API 6A & ≥10000#-Valve DBB || CS || 3"" and below || API 6A and ≥10000#",VMH04
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || Pressure < 900#-VDBB CRA <3"" P<900#-Valve DBB || CRA || 3"" and below || Pressure < 900#",VMH05
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi-VDBB CRA <3"" 900#≤P<2500# & 3000psi-Valve DBB || CRA || 3"" and below || 900# ≤ Pressure < 2500# & 3000 psi",VMH06
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || 2500# & 6000 psi-VDBB CRA <3"" 2500# & 6000psi-Valve DBB || CRA || 3"" and below || 2500# & 6000 psi",VMH07
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CRA || 3"" and below || API 6A and ≥10000#-VDBB CRA <3"" API 6A & ≥10000#-Valve DBB || CRA || 3"" and below || API 6A and ≥10000#",VMH08
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || Pressure < 900#-VDBB CS >4"" P<900#-Valve DBB || CS || 4"" and above || Pressure < 900#",VMH09
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi-VDBB CS >4"" 900#≤P<2500# & 3000psi-Valve DBB || CS || 4"" and above || 900# ≤ Pressure < 2500# & 3000 psi",VMH10
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || 2500# & 6000 psi-VDBB CS >4"" 2500# & 6000psi-Valve DBB || CS || 4"" and above || 2500# & 6000 psi",VMH11
"Valves - Manual-Double Block & Bleed Valves-Valve DBB || CS || 4"" and above || API 6A and ≥10000#-VDBB CS >4"" API 6A & ≥10000#-Valve DBB || CS || 4"" and above || API 6A and ≥10000#",VMH12
